GeneID	Base_mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj
ENSG00000150048	0	NA	NA	NA	NA	NA
ENSG00000197992	0	NA	NA	NA	NA	NA
ENSG00000184344	0	NA	NA	NA	NA	NA
ENSG00000173391	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000166527	0	NA	NA	NA	NA	NA
ENSG00000111701	0	NA	NA	NA	NA	NA
ENSG00000172243	0	NA	NA	NA	NA	NA
ENSG00000121335	0.211090451	-0.56116252	4.856576933	-0.115546923	0.90801163	NA
ENSG00000166535	0.140493053	-1.148361241	4.892266971	-0.23472988	0.814418394	NA
ENSG00000188991	0	NA	NA	NA	NA	NA
ENSG00000111713	0.912159944	-2.561638065	3.180114522	-0.805517552	0.420521082	NA
ENSG00000205846	0	NA	NA	NA	NA	NA
ENSG00000285854	0	NA	NA	NA	NA	NA
ENSG00000187569	0	NA	NA	NA	NA	NA
ENSG00000110975	0	NA	NA	NA	NA	NA
ENSG00000111224	0.210388709	-0.565666201	4.856799886	-0.116468913	0.907280923	NA
ENSG00000130038	0.701997438	1.17261153	3.365456472	0.348425701	0.727520504	NA
ENSG00000121380	0.140726967	-1.146178989	4.892106222	-0.234291517	0.814758671	NA
ENSG00000179715	0	NA	NA	NA	NA	NA
ENSG00000205857	0	NA	NA	NA	NA	NA
ENSG00000257987	0	NA	NA	NA	NA	NA
ENSG00000180116	0	NA	NA	NA	NA	NA
ENSG00000111704	0	NA	NA	NA	NA	NA
ENSG00000175548	1.263509534	-0.767943978	1.915215295	-0.400970053	0.688442172	NA
ENSG00000185652	0	NA	NA	NA	NA	NA
ENSG00000185069	0	NA	NA	NA	NA	NA
ENSG00000139117	0	NA	NA	NA	NA	NA
ENSG00000139610	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000173451	0.842264289	-3.558959435	3.303077133	-1.077467856	0.281271304	NA
ENSG00000118596	0	NA	NA	NA	NA	NA
ENSG00000139626	1.263969651	2.021054295	2.061129255	0.980556795	0.326811349	NA
ENSG00000111058	0	NA	NA	NA	NA	NA
ENSG00000172867	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000111110	0	NA	NA	NA	NA	NA
ENSG00000110934	0	NA	NA	NA	NA	NA
ENSG00000127325	0.280752192	-0.149529282	4.838843339	-0.030901865	0.975347803	NA
ENSG00000090382	0.928390578	-5.127387992	4.759977569	-1.077187427	0.281396541	NA
ENSG00000166211	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000185958	0.421946988	0.438112737	4.820808058	0.090879523	0.927588321	NA
ENSG00000197651	0	NA	NA	NA	NA	NA
ENSG00000258064	0	NA	NA	NA	NA	NA
ENSG00000167768	0.140493053	-1.148361241	4.892266971	-0.23472988	0.814418394	NA
ENSG00000139287	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000167780	0.140259139	-1.150546196	4.892428158	-0.235168746	0.814077763	NA
ENSG00000151572	1.123484309	-1.246569181	2.209765749	-0.564118247	0.57267366	NA
ENSG00000196091	0.843660062	1.437705462	2.946360423	0.487959806	0.625578311	NA
ENSG00000174600	0	NA	NA	NA	NA	NA
ENSG00000084110	0.140493053	-1.148361241	4.892266971	-0.23472988	0.814418394	NA
ENSG00000189182	0.771900805	-4.99584467	4.990791871	-1.001012424	0.316820802	NA
ENSG00000057704	1.122548653	-1.240366918	3.029927475	-0.409371818	0.682266818	NA
ENSG00000258102	0.140259139	-1.150546196	4.892428158	-0.235168746	0.814077763	NA
ENSG00000165972	0.140259139	-1.150546196	4.892428158	-0.235168746	0.814077763	NA
ENSG00000182379	0.351115676	0.173073548	4.828050099	0.035847505	0.971403954	NA
ENSG00000139651	1.335034877	2.099873065	1.973488105	1.06404141	0.287309941	NA
ENSG00000111046	0	NA	NA	NA	NA	NA
ENSG00000256870	0	NA	NA	NA	NA	NA
ENSG00000188596	0.561738299	0.851019888	4.085940608	0.208280044	0.835010313	NA
ENSG00000127314	0.702465266	1.173531247	3.268470963	0.359045945	0.719560718	NA
ENSG00000136014	0.773296578	1.312073921	3.12854011	0.419388557	0.674932186	NA
ENSG00000198812	0.350881762	0.172149254	4.828077734	0.035655858	0.971556768	NA
ENSG00000139344	0	NA	NA	NA	NA	NA
ENSG00000171759	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000111049	0	NA	NA	NA	NA	NA
ENSG00000169372	0.912620061	1.551176624	2.693824612	0.575826881	0.564732202	NA
ENSG00000183273	0.771900805	-4.99584467	4.990791871	-1.001012424	0.316820802	NA
ENSG00000173598	0.280986106	-0.148385075	4.838800682	-0.030665672	0.975536168	NA
ENSG00000182870	0	NA	NA	NA	NA	NA
ENSG00000111452	0.210856537	-0.562662367	4.856651106	-0.115853982	0.907768267	NA
ENSG00000256825	0.912393858	-2.567942157	2.439605087	-1.052605674	0.292521756	NA
ENSG00000135678	0.772594836	1.310829328	2.998617582	0.437144548	0.662006522	NA
ENSG00000089041	0.984153115	1.659924797	2.573201378	0.645081575	0.518874323	NA
ENSG00000179520	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000185482	0.632101782	1.021270575	3.619594756	0.282150529	0.77782809	NA
ENSG00000227059	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000139351	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000258830	0	NA	NA	NA	NA	NA
ENSG00000127337	0.632335697	1.021782411	3.618647797	0.282365809	0.77766303	NA
ENSG00000151062	1.350103652	-1.02387932	1.945426578	-0.526300674	0.598679315	NA
ENSG00000166159	0.281453935	-0.146099132	4.838715561	-0.030193784	0.975912506	NA
ENSG00000139187	1.263041706	-0.763552715	2.185886934	-0.349310252	0.726856403	NA
ENSG00000126838	1.334106932	-0.575081372	1.886926725	-0.304771438	0.760540236	NA
ENSG00000089225	0.771900805	-4.99584467	4.990791871	-1.001012424	0.316820802	NA
ENSG00000175189	0	NA	NA	NA	NA	NA
ENSG00000111087	0.561738299	0.851019888	4.085940608	0.208280044	0.835010313	NA
ENSG00000287908	0	NA	NA	NA	NA	NA
ENSG00000123427	0.913321803	1.55221864	2.585098865	0.600448463	0.548207398	NA
ENSG00000257921	0	NA	NA	NA	NA	NA
ENSG00000165805	0	NA	NA	NA	NA	NA
ENSG00000204671	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000256861	0	NA	NA	NA	NA	NA
ENSG00000139194	0.491608729	0.658619845	4.649412581	0.141656571	0.88735128	NA
ENSG00000258052	0	NA	NA	NA	NA	NA
ENSG00000166268	0.280752192	-0.149529282	4.838843339	-0.030901865	0.975347803	NA
ENSG00000175899	1.194775738	1.93971483	2.171527035	0.89324922	0.371723725	NA
ENSG00000166148	0	NA	NA	NA	NA	NA
ENSG00000174099	0.63140004	1.019712409	4.044328593	0.252133917	0.800937555	NA
ENSG00000166006	0	NA	NA	NA	NA	NA
ENSG00000139151	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000177938	0.928390578	-5.127387992	4.759977569	-1.077187427	0.281396541	NA
ENSG00000139144	0	NA	NA	NA	NA	NA
ENSG00000083782	0	NA	NA	NA	NA	NA
ENSG00000111780	0	NA	NA	NA	NA	NA
ENSG00000257218	1.27927234	-1.296095828	2.122319456	-0.610697803	0.541399661	NA
ENSG00000272822	0.140726967	-1.146178989	4.892106222	-0.234291517	0.814758671	NA
ENSG00000139537	1.264437479	2.021534463	2.014594326	1.00344493	0.315646235	NA
ENSG00000169884	0	NA	NA	NA	NA	NA
ENSG00000167550	0.35134959	0.17399738	4.828022496	0.036039057	0.971251216	NA
ENSG00000139549	0.913321803	1.55221864	2.585098865	0.600448463	0.548207398	NA
ENSG00000134287	0	NA	NA	NA	NA	NA
ENSG00000089692	1.193379965	-0.989220327	1.965005836	-0.503418519	0.614670054	NA
ENSG00000010610	0.492076558	0.659951302	4.720121184	0.139816601	0.888804896	NA
ENSG00000111679	1.124646168	1.852438776	2.308408103	0.80247456	0.422278499	NA
ENSG00000078237	1.122782567	-1.248738212	2.209066884	-0.565278589	0.571884289	NA
ENSG00000118972	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000118971	0	NA	NA	NA	NA	NA
ENSG00000123342	1.193840081	1.938688616	2.12127408	0.913926509	0.360755463	NA
ENSG00000111644	0.702231352	1.173072843	3.292649147	0.356270222	0.721638208	NA
ENSG00000170426	0	NA	NA	NA	NA	NA
ENSG00000166863	0.210622623	-0.564163603	4.856725424	-0.116161313	0.907524697	NA
ENSG00000166866	0.351115676	0.173073548	4.828050099	0.035847505	0.971403954	NA
ENSG00000111424	0.843426148	1.437323	2.845223336	0.505170537	0.613439062	NA
ENSG00000139219	0.701997438	1.17261153	3.365456472	0.348425701	0.727520504	NA
ENSG00000152137	0.842724405	1.436191291	2.786985564	0.515320678	0.606328952	NA
ENSG00000174236	0.140726967	-1.146178989	4.892106222	-0.234291517	0.814758671	NA
ENSG00000087494	0.490906987	0.656614137	4.815754672	0.13634709	0.891546899	NA
ENSG00000110799	1.052652997	-1.57036658	2.236287465	-0.702220356	0.482541753	NA
ENSG00000134531	0	NA	NA	NA	NA	NA
ENSG00000139330	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000118307	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000205707	1.209376685	-1.611848526	2.039527966	-0.790304694	0.429349846	NA
ENSG00000205693	0.211090451	-0.56116252	4.856576933	-0.115546923	0.90801163	NA
ENSG00000182782	0	NA	NA	NA	NA	NA
ENSG00000255398	0	NA	NA	NA	NA	NA
ENSG00000196917	0	NA	NA	NA	NA	NA
ENSG00000130783	0	NA	NA	NA	NA	NA
ENSG00000167612	0.140259139	-1.150546196	4.892428158	-0.235168746	0.814077763	NA
ENSG00000136011	0.421946988	0.438112737	4.820808058	0.090879523	0.927588321	NA
ENSG00000258311	0	NA	NA	NA	NA	NA
ENSG00000184954	0	NA	NA	NA	NA	NA
ENSG00000205327	0	NA	NA	NA	NA	NA
ENSG00000111321	0.998520148	-3.642546478	3.021244768	-1.205644281	0.227954677	NA
ENSG00000010278	0.280752192	-0.149529282	4.838843339	-0.030901865	0.975347803	NA
ENSG00000025423	0.281220021	-0.147241698	4.83875809	-0.030429647	0.975724401	NA
ENSG00000170374	0.350881762	0.172149254	4.828077734	0.035655858	0.971556768	NA
ENSG00000135409	0.140726967	-1.146178989	4.892106222	-0.234291517	0.814758671	NA
ENSG00000123405	0.35134959	0.17399738	4.828022496	0.036039057	0.971251216	NA
ENSG00000285238	0	NA	NA	NA	NA	NA
ENSG00000224982	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000255150	0.280986106	-0.148385075	4.838800682	-0.030665672	0.975536168	NA
ENSG00000139190	1.069117546	-2.643288775	2.926444222	-0.903242493	0.36639721	NA
ENSG00000185306	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000285901	0	NA	NA	NA	NA	NA
ENSG00000139193	0.492076558	0.659951302	4.720121184	0.139816601	0.888804896	NA
ENSG00000111404	0	NA	NA	NA	NA	NA
ENSG00000173262	0	NA	NA	NA	NA	NA
ENSG00000198178	0	NA	NA	NA	NA	NA
ENSG00000139220	0.140493053	-1.148361241	4.892266971	-0.23472988	0.814418394	NA
ENSG00000177575	0	NA	NA	NA	NA	NA
ENSG00000288591	0	NA	NA	NA	NA	NA
ENSG00000156076	0	NA	NA	NA	NA	NA
ENSG00000204583	0	NA	NA	NA	NA	NA
ENSG00000187848	0.351115676	0.173073548	4.828050099	0.035847505	0.971403954	NA
ENSG00000231738	0.928390578	-5.127387992	4.759977569	-1.077187427	0.281396541	NA
ENSG00000188906	0.913087889	1.551873947	2.5853054	0.600267166	0.548328197	NA
ENSG00000139304	0	NA	NA	NA	NA	NA
ENSG00000165899	0	NA	NA	NA	NA	NA
ENSG00000111335	0.928390578	-5.127387992	4.759977569	-1.077187427	0.281396541	NA
ENSG00000151164	0.211090451	-0.56116252	4.856576933	-0.115546923	0.90801163	NA
ENSG00000122986	0.421946988	0.438112737	4.820808058	0.090879523	0.927588321	NA
ENSG00000186897	0.983217458	1.658644358	2.441618716	0.679321611	0.496934107	NA
ENSG00000178401	0.351115676	0.173073548	4.828050099	0.035847505	0.971403954	NA
ENSG00000135094	1.489661049	-0.619987655	2.118891449	-0.292600008	0.769827908	NA
ENSG00000197728	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000257411	0	NA	NA	NA	NA	NA
ENSG00000139540	0.42147916	0.436563861	4.820846661	0.090557508	0.927844197	NA
ENSG00000144785	0.210856537	-0.562662367	4.856651106	-0.115853982	0.907768267	NA
ENSG00000257727	0.491608729	0.658619845	4.649412581	0.141656571	0.88735128	NA
ENSG00000110944	0	NA	NA	NA	NA	NA
ENSG00000175336	0.140726967	-1.146178989	4.892106222	-0.234291517	0.814758671	NA
ENSG00000134538	0.210388709	-0.565666201	4.856799886	-0.116468913	0.907280923	NA
ENSG00000121351	0	NA	NA	NA	NA	NA
ENSG00000134548	0	NA	NA	NA	NA	NA
ENSG00000172602	1.349869738	-1.022083742	1.897711204	-0.53858761	0.590171439	NA
ENSG00000139233	0.771900805	-4.99584467	4.990791871	-1.001012424	0.316820802	NA
ENSG00000228144	0	NA	NA	NA	NA	NA
ENSG00000090376	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000139547	0	NA	NA	NA	NA	NA
ENSG00000179615	0	NA	NA	NA	NA	NA
ENSG00000179695	0	NA	NA	NA	NA	NA
ENSG00000120820	0.421713074	0.437338493	4.820827349	0.090718555	0.927716226	NA
ENSG00000111052	0	NA	NA	NA	NA	NA
ENSG00000214700	0	NA	NA	NA	NA	NA
ENSG00000214029	0.843660062	1.437705462	2.946360423	0.487959806	0.625578311	NA
ENSG00000111490	0.35134959	0.17399738	4.828022496	0.036039057	0.971251216	NA
ENSG00000173401	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000180481	0	NA	NA	NA	NA	NA
ENSG00000179626	0	NA	NA	NA	NA	NA
ENSG00000072657	0	NA	NA	NA	NA	NA
ENSG00000187857	0	NA	NA	NA	NA	NA
ENSG00000185821	0	NA	NA	NA	NA	NA
ENSG00000188324	0.928390578	-5.127387992	4.759977569	-1.077187427	0.281396541	NA
ENSG00000139223	0	NA	NA	NA	NA	NA
ENSG00000177627	0	NA	NA	NA	NA	NA
ENSG00000167531	0	NA	NA	NA	NA	NA
ENSG00000123307	0	NA	NA	NA	NA	NA
ENSG00000170605	0	NA	NA	NA	NA	NA
ENSG00000180219	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000111241	0	NA	NA	NA	NA	NA
ENSG00000256660	0	NA	NA	NA	NA	NA
ENSG00000198673	0	NA	NA	NA	NA	NA
ENSG00000084453	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000187510	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000165685	0	NA	NA	NA	NA	NA
ENSG00000008323	1.475995758	2.244640353	1.951718715	1.150083942	0.2501093	NA
ENSG00000187855	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000139364	1.068883631	-2.619498478	2.315905681	-1.131090311	0.258017082	NA
ENSG00000267281	0	NA	NA	NA	NA	NA
ENSG00000170653	0.140493053	-1.148361241	4.892266971	-0.23472988	0.814418394	NA
ENSG00000198774	0	NA	NA	NA	NA	NA
ENSG00000133636	0.998754062	-3.641125397	3.021569265	-1.205044491	0.228186127	NA
ENSG00000182050	0	NA	NA	NA	NA	NA
ENSG00000118308	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000139574	0.211090451	-0.56116252	4.856576933	-0.115546923	0.90801163	NA
ENSG00000186710	0.842030375	-3.560626612	3.302935311	-1.078018876	0.281025332	NA
ENSG00000166578	0.77282875	1.311242777	2.998141437	0.437351874	0.66185618	NA
ENSG00000205329	0	NA	NA	NA	NA	NA
ENSG00000186442	0	NA	NA	NA	NA	NA
ENSG00000170477	0.928390578	-5.127387992	4.759977569	-1.077187427	0.281396541	NA
ENSG00000185640	0	NA	NA	NA	NA	NA
ENSG00000170423	0	NA	NA	NA	NA	NA
ENSG00000170421	0.842958319	1.436568155	2.767494176	0.519086243	0.603700601	NA
ENSG00000197706	0	NA	NA	NA	NA	NA
ENSG00000069431	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000070019	0	NA	NA	NA	NA	NA
ENSG00000179256	0.998520148	-3.642546478	3.021244768	-1.205644281	0.227954677	NA
ENSG00000139055	0	NA	NA	NA	NA	NA
ENSG00000139053	0	NA	NA	NA	NA	NA
ENSG00000175398	0	NA	NA	NA	NA	NA
ENSG00000121316	0.350647848	0.171224263	4.828105407	0.035464069	0.971709697	NA
ENSG00000288710	0	NA	NA	NA	NA	NA
ENSG00000174456	0.842724405	1.436191291	2.786985564	0.515320678	0.606328952	NA
ENSG00000125084	0.421713074	0.437338493	4.820827349	0.090718555	0.927716226	NA
ENSG00000170439	0	NA	NA	NA	NA	NA
ENSG00000173157	1.068883631	-2.619498478	2.315905681	-1.131090311	0.258017082	NA
ENSG00000155957	0.982757342	-1.983686704	2.294326786	-0.864605128	0.387255557	NA
ENSG00000205330	0	NA	NA	NA	NA	NA
ENSG00000215009	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000165682	0	NA	NA	NA	NA	NA
ENSG00000179088	0	NA	NA	NA	NA	NA
ENSG00000139714	0.491842643	0.659285553	4.647493943	0.141858292	0.887191939	NA
ENSG00000135407	0.843660062	1.437705462	2.946360423	0.487959806	0.625578311	NA
ENSG00000069493	1.35057148	-1.059446387	2.850062622	-0.371727407	0.710095817	NA
ENSG00000110848	0	NA	NA	NA	NA	NA
ENSG00000150045	0	NA	NA	NA	NA	NA
ENSG00000110852	0	NA	NA	NA	NA	NA
ENSG00000256797	0	NA	NA	NA	NA	NA
ENSG00000188393	0	NA	NA	NA	NA	NA
ENSG00000172322	0	NA	NA	NA	NA	NA
ENSG00000185633	0.210856537	-0.562662367	4.856651106	-0.115853982	0.907768267	NA
ENSG00000111291	0.421713074	0.437338493	4.820827349	0.090718555	0.927716226	NA
ENSG00000139269	0	NA	NA	NA	NA	NA
ENSG00000272921	0	NA	NA	NA	NA	NA
ENSG00000111254	0.771900805	-4.99584467	4.990791871	-1.001012424	0.316820802	NA
ENSG00000255639	0	NA	NA	NA	NA	NA
ENSG00000130035	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000151079	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000111262	0	NA	NA	NA	NA	NA
ENSG00000177990	1.543793898	-0.114881611	1.975685612	-0.058147719	0.953630965	NA
ENSG00000185432	0	NA	NA	NA	NA	NA
ENSG00000289695	0	NA	NA	NA	NA	NA
ENSG00000186452	0	NA	NA	NA	NA	NA
ENSG00000214511	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000284393	0	NA	NA	NA	NA	NA
ENSG00000171847	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000111732	0	NA	NA	NA	NA	NA
ENSG00000171860	0.210856537	-0.562662367	4.856651106	-0.115853982	0.907768267	NA
ENSG00000111729	0	NA	NA	NA	NA	NA
ENSG00000196946	0.140726967	-1.146178989	4.892106222	-0.234291517	0.814758671	NA
ENSG00000151239	0.280752192	-0.149529282	4.838843339	-0.030901865	0.975347803	NA
ENSG00000198001	1.33340519	-0.574197004	1.983323044	-0.289512596	0.772189142	NA
ENSG00000205426	0	NA	NA	NA	NA	NA
ENSG00000170523	0	NA	NA	NA	NA	NA
ENSG00000135443	0	NA	NA	NA	NA	NA
ENSG00000161849	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000161850	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000170454	0	NA	NA	NA	NA	NA
ENSG00000185479	0	NA	NA	NA	NA	NA
ENSG00000170465	0	NA	NA	NA	NA	NA
ENSG00000205420	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000186081	0	NA	NA	NA	NA	NA
ENSG00000139648	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000170484	0	NA	NA	NA	NA	NA
ENSG00000170486	0	NA	NA	NA	NA	NA
ENSG00000186049	0	NA	NA	NA	NA	NA
ENSG00000155974	0.632803525	1.022809372	3.788849009	0.269952529	0.787196774	NA
ENSG00000121377	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000121314	0.140259139	-1.150546196	4.892428158	-0.235168746	0.814077763	NA
ENSG00000121381	0	NA	NA	NA	NA	NA
ENSG00000111215	0.210388709	-0.565666201	4.856799886	-0.116468913	0.907280923	NA
ENSG00000212128	0.281220021	-0.147241698	4.83875809	-0.030429647	0.975724401	NA
ENSG00000134551	0.280986106	-0.148385075	4.838800682	-0.030665672	0.975536168	NA
ENSG00000123364	0	NA	NA	NA	NA	NA
ENSG00000180818	0	NA	NA	NA	NA	NA
ENSG00000037965	0.843192234	1.436944548	2.786332103	0.515711873	0.606055661	NA
ENSG00000174527	0.491842643	0.659285553	4.647493943	0.141858292	0.887191939	NA
ENSG00000171840	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000053702	1.34940191	-1.033772741	2.117448978	-0.488216128	0.625396762	NA
ENSG00000283297	1.349635824	-1.02493674	1.944900953	-0.5269866	0.598202894	NA
ENSG00000111218	0	NA	NA	NA	NA	NA
ENSG00000165935	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000284723	0	NA	NA	NA	NA	NA
ENSG00000283536	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000198678	0	NA	NA	NA	NA	NA
ENSG00000121318	0.912627772	-2.557918579	3.18088468	-0.804153195	0.421308506	NA
ENSG00000290146	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000111537	0	NA	NA	NA	NA	NA
ENSG00000111536	0	NA	NA	NA	NA	NA
ENSG00000127318	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000273049	0	NA	NA	NA	NA	NA
ENSG00000231887	0	NA	NA	NA	NA	NA
ENSG00000275778	0.632335697	1.021782411	3.618647797	0.282365809	0.77766303	NA
ENSG00000212127	0.280986106	-0.148385075	4.838800682	-0.030665672	0.975536168	NA
ENSG00000212126	0.140726967	-1.146178989	4.892106222	-0.234291517	0.814758671	NA
ENSG00000255837	0.771900805	-4.99584467	4.990791871	-1.001012424	0.316820802	NA
ENSG00000212124	0.561504385	0.850437056	4.186108315	0.203156964	0.839012349	NA
ENSG00000256436	0.140493053	-1.148361241	4.892266971	-0.23472988	0.814418394	NA
ENSG00000226761	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000255374	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000256188	0.280752192	-0.149529282	4.838843339	-0.030901865	0.975347803	NA
ENSG00000010379	0.421713074	0.437338493	4.820827349	0.090718555	0.927716226	NA
ENSG00000289766	0	NA	NA	NA	NA	NA
ENSG00000183395	0.140259139	-1.150546196	4.892428158	-0.235168746	0.814077763	NA
ENSG00000017427	0.928390578	-5.127387992	4.759977569	-1.077187427	0.281396541	NA
ENSG00000139323	1.263735737	2.020806257	2.117451265	0.95435786	0.339902529	NA
ENSG00000259075	0	NA	NA	NA	NA	NA
ENSG00000257594	0.140493053	-1.148361241	4.892266971	-0.23472988	0.814418394	NA
ENSG00000121361	0.280518278	-0.150674308	4.838886059	-0.031138222	0.975159308	NA
ENSG00000111796	0	NA	NA	NA	NA	NA
ENSG00000089163	0.140726967	-1.146178989	4.892106222	-0.234291517	0.814758671	NA
ENSG00000170890	0	NA	NA	NA	NA	NA
ENSG00000111432	0.998520148	-3.642546478	3.021244768	-1.205644281	0.227954677	NA
ENSG00000134533	1.054516599	1.759543463	2.47824432	0.709995963	0.477706639	NA
ENSG00000172640	0.351583504	0.174920818	4.827994921	0.036230531	0.971098542	NA
ENSG00000187166	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000135517	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000285528	0	NA	NA	NA	NA	NA
ENSG00000135423	0.913789631	1.552913397	2.692664857	0.576719896	0.56412869	NA
ENSG00000111305	0.140726967	-1.146178989	4.892106222	-0.234291517	0.814758671	NA
ENSG00000135100	0.491842643	0.659285553	4.647493943	0.141858292	0.887191939	NA
ENSG00000186136	0.140493053	-1.148361241	4.892266971	-0.23472988	0.814418394	NA
ENSG00000197870	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000230657	0	NA	NA	NA	NA	NA
ENSG00000251655	0	NA	NA	NA	NA	NA
ENSG00000167580	0	NA	NA	NA	NA	NA
ENSG00000161798	0.140493053	-1.148361241	4.892266971	-0.23472988	0.814418394	NA
ENSG00000086159	0.210856537	-0.562662367	4.856651106	-0.115853982	0.907768267	NA
ENSG00000167588	0.210622623	-0.564163603	4.856725424	-0.116161313	0.907524697	NA
ENSG00000256950	0	NA	NA	NA	NA	NA
ENSG00000158023	0.982983544	1.658323088	2.491026884	0.665718664	0.505590942	NA
ENSG00000257767	0	NA	NA	NA	NA	NA
ENSG00000233381	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000047617	0	NA	NA	NA	NA	NA
ENSG00000139567	0.280986106	-0.148385075	4.838800682	-0.030665672	0.975536168	NA
ENSG00000284791	0	NA	NA	NA	NA	NA
ENSG00000173093	0	NA	NA	NA	NA	NA
ENSG00000111245	0	NA	NA	NA	NA	NA
ENSG00000273079	0.928390578	-5.127387992	4.759977569	-1.077187427	0.281396541	NA
ENSG00000166888	0.912853975	1.551527539	2.621266426	0.591899978	0.553917569	NA
ENSG00000293563	0	NA	NA	NA	NA	NA
ENSG00000139719	0.772594836	1.310829328	2.998617582	0.437144548	0.662006522	NA
ENSG00000123338	0.07012957	-2.149050762	4.997362512	-0.430036996	0.66716873	NA
ENSG00000059804	0	NA	NA	NA	NA	NA
ENSG00000111728	0.561738299	0.851019888	4.085940608	0.208280044	0.835010313	NA
ENSG00000123360	0	NA	NA	NA	NA	NA
ENSG00000135447	0	NA	NA	NA	NA	NA
ENSG00000135413	0	NA	NA	NA	NA	NA
ENSG00000161634	0	NA	NA	NA	NA	NA
ENSG00000172551	0	NA	NA	NA	NA	NA
ENSG00000135426	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000179919	0	NA	NA	NA	NA	NA
ENSG00000205328	0	NA	NA	NA	NA	NA
ENSG00000166896	0.280752192	-0.149529282	4.838843339	-0.030901865	0.975347803	NA
ENSG00000139263	0.070363484	-2.146601056	4.997186022	-0.429561967	0.667514308	NA
ENSG00000127720	1.193613879	-0.987516361	2.015527823	-0.489954219	0.624166295	NA
ENSG00000139155	0.771900805	-4.99584467	4.990791871	-1.001012424	0.316820802	NA
ENSG00000111700	0	NA	NA	NA	NA	NA
ENSG00000257046	0	NA	NA	NA	NA	NA
ENSG00000257062	0	NA	NA	NA	NA	NA
ENSG00000111783	0.140726967	-1.146178989	4.892106222	-0.234291517	0.814758671	NA
